employee_completion_rate,employee_failure_rate,employee_rejection_rate,current_active_tasks,task_priority,category_match_rate,high_priority_success_rate,is_successful
0.898,0.039,0.062,11,1,0.309,0.782,0
0.776,0.204,0.02,3,4,0.16,0.347,1
0.853,0.072,0.076,3,3,0.442,0.858,0
0.52,0.101,0.075,14,2,0.87,0.373,0
0.784,0.069,0.07,9,2,0.17,0.74,0
0.49,0.383,0.058,4,3,0.618,0.605,0
0.433,0.342,0.172,1,3,0.731,0.317,0
0.429,0.092,0.098,8,4,0.533,0.22,0
0.539,0.131,0.246,9,3,0.33,0.945,0
0.601,0.084,0.055,3,2,0.394,0.301,0
0.724,0.162,0.114,10,3,0.164,0.764,0
0.384,0.008,0.004,8,1,0.363,0.722,0
0.664,0.219,0.118,13,2,0.14,0.473,0
0.672,0.209,0.017,2,3,0.754,0.348,0
0.435,0.311,0.254,8,2,0.908,0.343,0
0.645,0.066,0.237,0,4,0.67,0.668,1
0.51,0.322,0.147,6,1,0.691,0.638,0
0.677,0.299,0.025,3,4,0.525,0.901,0
0.604,0.051,0.178,6,1,0.24,0.712,0
0.415,0.159,0.228,13,3,0.107,0.855,0
0.382,0.068,0.057,9,2,0.41,0.226,0
0.683,0.102,0.17,14,3,0.776,0.737,0
0.727,0.082,0.191,5,4,0.964,0.387,1
0.541,0.222,0.23,3,2,0.488,0.402,1
0.667,0.135,0.198,3,3,0.429,0.776,0
0.542,0.27,0.188,7,3,0.501,0.835,0
0.742,0.039,0.219,6,2,0.485,0.497,0
0.631,0.281,0.088,3,2,0.663,0.832,0
0.697,0.092,0.171,10,4,0.761,0.555,0
0.582,0.237,0.182,5,1,0.806,0.886,0
0.729,0.106,0.164,5,1,0.685,0.22,0
0.58,0.057,0.299,0,2,0.494,0.267,1
0.529,0.343,0.004,12,1,0.955,0.821,0
0.308,0.124,0.107,1,4,0.74,0.699,1
0.716,0.215,0.069,3,1,0.484,0.647,1
0.738,0.194,0.067,5,2,0.502,0.691,0
0.373,0.189,0.067,5,4,0.836,0.944,0
0.631,0.178,0.191,0,2,0.496,0.724,0
0.625,0.293,0.025,7,4,0.565,0.718,0
0.383,0.035,0.222,1,4,0.362,0.808,0
0.675,0.183,0.142,12,2,0.855,0.893,1
0.45,0.358,0.075,4,3,0.57,0.41,1
0.347,0.023,0.076,3,2,0.597,0.693,0
0.716,0.056,0.189,4,4,0.893,0.667,0
0.613,0.215,0.172,4,2,0.928,0.308,1
0.323,0.175,0.263,14,2,0.842,0.616,0
0.646,0.137,0.217,9,4,0.159,0.256,0
0.661,0.054,0.285,7,1,0.499,0.348,0
0.372,0.203,0.174,9,4,0.409,0.93,0
0.421,0.051,0.273,6,2,0.292,0.295,0
0.617,0.169,0.215,11,4,0.918,0.663,0
0.469,0.282,0.248,13,4,0.901,0.459,0
0.9,0.097,0.003,8,1,0.519,0.644,0
0.644,0.142,0.214,11,3,0.221,0.388,0
0.647,0.26,0.093,10,2,0.112,0.556,0
0.482,0.275,0.239,12,2,0.495,0.894,0
0.723,0.249,0.028,14,1,0.136,0.501,0
0.602,0.166,0.119,0,4,0.649,0.482,0
0.543,0.307,0.081,5,3,0.648,0.557,0
0.335,0.016,0.087,5,2,0.909,0.28,0
0.337,0.049,0.037,1,3,0.271,0.51,0
0.708,0.073,0.218,10,3,0.434,0.206,0
0.621,0.161,0.003,7,4,0.874,0.603,0
0.459,0.338,0.094,5,4,0.527,0.878,0
0.73,0.139,0.052,10,4,0.154,0.642,0
0.477,0.262,0.177,12,2,0.2,0.686,0
0.662,0.267,0.072,9,3,0.832,0.224,0
0.551,0.234,0.078,8,3,0.769,0.888,1
0.752,0.123,0.126,9,2,0.888,0.508,0
0.672,0.177,0.15,4,1,0.207,0.98,0
0.634,0.137,0.036,6,4,0.784,0.296,0
0.546,0.034,0.053,5,2,0.69,0.956,0
0.54,0.387,0.072,10,4,0.309,0.707,0
0.716,0.042,0.242,14,3,0.977,0.242,0
0.53,0.029,0.119,4,2,0.613,0.977,0
0.446,0.351,0.18,5,1,0.916,0.211,1
0.359,0.121,0.072,3,4,0.873,0.785,1
0.606,0.252,0.142,2,3,0.4,0.912,0
0.637,0.132,0.022,12,3,0.582,0.341,0
0.842,0.148,0.01,0,1,0.488,0.475,1
0.455,0.105,0.141,0,1,0.738,0.649,0
0.567,0.137,0.12,5,4,0.629,0.744,0
0.808,0.153,0.038,13,3,0.806,0.898,0
0.639,0.21,0.15,8,1,0.111,0.809,0
0.531,0.191,0.278,7,2,0.719,0.491,0
0.556,0.338,0.106,11,1,0.387,0.857,0
0.512,0.017,0.187,1,2,0.302,0.973,1
0.66,0.139,0.2,8,3,0.821,0.382,0
0.383,0.234,0.249,7,4,0.18,0.259,0
0.653,0.252,0.095,13,3,0.306,0.541,0
0.764,0.019,0.217,13,3,0.283,0.905,0
0.672,0.229,0.038,11,3,0.478,0.32,0
0.323,0.341,0.154,8,3,0.39,0.909,0
0.633,0.097,0.084,3,4,0.748,0.994,1
0.585,0.351,0.048,8,1,0.729,0.243,0
0.413,0.008,0.128,1,4,0.393,0.596,0
0.696,0.268,0.036,12,4,0.493,0.463,0
0.627,0.239,0.134,0,4,0.287,0.515,0
0.634,0.24,0.125,12,4,0.704,0.561,0
0.705,0.155,0.14,8,1,0.457,0.792,0
0.348,0.018,0.044,9,3,0.22,0.673,0
0.591,0.367,0.042,7,1,0.215,0.969,0
0.381,0.188,0.175,6,1,0.39,0.466,0
0.704,0.011,0.285,13,3,0.773,0.633,0
0.758,0.219,0.023,12,1,0.123,0.851,0
0.733,0.185,0.082,7,4,0.332,0.498,0
0.354,0.05,0.261,11,4,0.246,0.572,0
0.548,0.086,0.022,0,3,0.961,0.748,1
0.685,0.026,0.263,13,3,0.735,0.889,0
0.582,0.23,0.157,8,3,0.31,0.533,0
0.704,0.198,0.098,11,4,0.287,0.626,0
0.747,0.174,0.08,9,3,0.872,0.98,1
0.636,0.286,0.078,10,1,0.271,0.234,0
0.561,0.344,0.092,8,1,0.997,0.559,0
0.479,0.246,0.265,14,2,0.354,0.709,0
0.374,0.005,0.217,11,2,0.176,0.207,0
0.534,0.271,0.196,10,3,0.722,0.677,0
0.589,0.167,0.24,8,2,0.649,0.245,0
0.718,0.21,0.072,12,4,1.0,0.886,0
0.631,0.215,0.154,13,4,0.822,0.846,0
0.349,0.14,0.138,5,1,0.486,0.226,0
0.489,0.311,0.199,3,1,0.709,0.239,0
0.427,0.054,0.093,12,2,0.836,0.803,0
0.41,0.269,0.193,1,2,0.562,0.496,0
0.767,0.002,0.231,10,4,0.346,0.66,0
0.329,0.37,0.121,3,1,0.289,0.416,0
0.593,0.045,0.02,6,2,0.366,0.338,0
0.418,0.038,0.155,0,4,0.863,0.437,0
0.794,0.116,0.09,13,1,0.442,0.397,0
0.663,0.144,0.194,8,4,0.358,0.559,1
0.462,0.086,0.285,2,4,0.825,0.797,0
0.632,0.227,0.141,12,1,0.129,0.643,0
0.719,0.157,0.124,12,4,0.635,0.687,0
0.822,0.012,0.166,3,2,0.886,0.576,1
0.454,0.128,0.031,11,4,0.469,0.46,0
0.697,0.245,0.058,4,2,0.342,0.315,0
0.634,0.183,0.183,11,3,0.543,0.484,0
0.657,0.202,0.14,12,3,0.746,0.732,0
0.724,0.272,0.004,2,3,0.565,0.787,1
0.741,0.124,0.061,3,4,0.107,0.575,0
0.582,0.04,0.205,4,3,0.17,0.716,0
0.71,0.094,0.197,11,3,0.749,0.368,0
0.535,0.265,0.201,0,4,0.46,0.888,0
0.617,0.313,0.07,13,1,0.806,0.893,0
0.557,0.183,0.259,8,4,0.685,0.456,0
0.812,0.004,0.166,9,2,0.623,0.638,1
0.768,0.049,0.183,12,4,0.911,0.685,0
0.403,0.129,0.179,9,1,0.119,0.578,0
0.767,0.201,0.032,12,3,0.24,0.929,0
0.678,0.03,0.289,13,4,0.662,0.792,0
0.683,0.289,0.028,3,3,0.159,0.738,0
0.602,0.146,0.076,12,2,0.68,0.616,0
0.481,0.311,0.208,8,1,0.986,0.268,0
0.654,0.217,0.129,3,3,0.891,0.286,0
0.462,0.294,0.244,13,3,0.632,0.439,0
0.692,0.188,0.12,0,3,0.905,0.369,1
0.637,0.25,0.113,11,3,0.205,0.962,0
0.554,0.214,0.232,4,4,0.509,0.528,0
0.516,0.251,0.011,12,1,0.486,0.901,0
0.594,0.188,0.218,8,1,0.403,0.854,0
0.528,0.395,0.069,2,3,0.1,0.85,0
0.327,0.293,0.255,4,1,0.902,0.373,0
0.49,0.311,0.042,2,3,0.8,0.558,1
0.304,0.349,0.174,11,2,0.688,0.454,0
0.736,0.064,0.199,2,2,0.216,0.976,0
0.848,0.029,0.123,0,2,0.44,0.901,1
0.577,0.193,0.224,1,1,0.932,0.4,0
0.644,0.164,0.192,1,3,0.655,0.451,1
0.495,0.303,0.202,8,4,0.643,0.623,0
0.628,0.145,0.227,6,4,0.922,0.423,0
0.704,0.186,0.109,7,2,0.604,0.86,0
0.786,0.172,0.042,1,2,0.638,0.855,0
0.58,0.015,0.014,8,1,0.411,0.779,0
0.726,0.211,0.063,12,4,0.434,0.751,0
0.486,0.331,0.043,2,1,0.717,0.638,0
0.812,0.051,0.137,9,2,0.388,0.478,0
0.318,0.238,0.055,12,3,0.603,0.87,0
0.722,0.237,0.012,1,3,0.351,0.887,1
0.762,0.066,0.011,11,3,0.25,0.24,0
0.723,0.046,0.231,0,2,0.509,0.519,1
0.384,0.392,0.177,8,1,0.296,0.221,0
0.783,0.129,0.088,7,3,0.909,0.872,0
0.427,0.091,0.268,12,4,0.373,0.342,0
0.736,0.069,0.021,14,4,0.638,0.739,0
0.448,0.263,0.289,11,2,0.337,0.486,0
0.515,0.244,0.185,10,4,0.332,0.853,0
0.683,0.257,0.055,3,4,0.416,0.608,1
0.592,0.035,0.204,6,2,0.924,0.46,0
0.412,0.357,0.229,11,1,0.452,0.459,0
0.42,0.156,0.129,13,3,0.839,0.462,0
0.593,0.125,0.258,2,2,0.278,0.831,0
0.783,0.174,0.043,2,4,0.143,0.769,0
0.795,0.134,0.072,3,3,0.804,0.455,0
0.359,0.345,0.028,1,3,0.588,0.592,0
0.569,0.368,0.063,13,3,0.553,0.261,0
0.37,0.121,0.072,9,2,0.345,0.862,0
0.312,0.346,0.275,3,3,0.165,0.413,0
0.694,0.284,0.021,9,1,0.535,0.911,0
0.59,0.305,0.105,2,4,0.881,0.677,0
0.414,0.098,0.16,7,2,0.208,0.654,0
0.464,0.231,0.27,10,2,0.936,0.33,0
0.317,0.11,0.299,1,3,0.347,0.256,0
0.614,0.229,0.157,10,4,0.579,0.642,0
0.77,0.002,0.228,8,3,0.16,0.574,0
0.395,0.226,0.236,2,3,0.483,0.296,0
0.462,0.136,0.289,3,2,0.213,0.868,0
0.727,0.103,0.17,12,1,0.143,0.534,0
0.771,0.21,0.019,9,4,0.97,0.408,0
0.563,0.323,0.114,13,4,0.757,0.831,0
0.335,0.244,0.194,14,4,0.747,0.93,0
0.328,0.341,0.105,9,4,0.181,0.445,0
0.702,0.106,0.082,14,1,0.936,0.821,0
0.575,0.208,0.173,14,2,0.523,0.722,0
0.32,0.18,0.28,2,1,0.867,0.992,0
0.708,0.005,0.01,2,3,0.111,0.363,0
0.308,0.223,0.231,7,2,0.368,0.969,0
0.639,0.199,0.163,7,1,0.996,0.452,0
0.494,0.228,0.278,12,4,0.485,0.53,0
0.328,0.295,0.279,12,4,0.9,0.487,0
0.609,0.195,0.196,5,2,0.395,0.415,0
0.578,0.027,0.156,3,1,0.573,0.755,0
0.901,0.043,0.056,0,2,0.869,0.671,1
0.629,0.22,0.151,3,4,0.645,0.445,0
0.493,0.11,0.23,7,1,0.753,0.306,0
0.726,0.029,0.245,5,4,0.306,0.454,0
0.49,0.172,0.237,1,2,0.24,0.505,0
0.769,0.183,0.048,2,2,0.307,0.505,0
0.562,0.131,0.18,11,2,0.544,0.486,0
0.638,0.269,0.093,6,2,0.821,0.239,0
0.335,0.258,0.003,10,2,0.419,0.571,0
0.598,0.133,0.06,10,3,0.608,0.869,0
0.724,0.248,0.028,3,2,0.824,0.344,1
0.628,0.189,0.184,3,2,0.315,0.317,0
0.457,0.255,0.078,14,4,0.895,0.577,0
0.458,0.221,0.085,14,2,0.958,0.496,0
0.749,0.004,0.247,4,1,0.135,0.649,0
0.708,0.207,0.085,7,2,0.153,0.958,0
0.367,0.15,0.003,13,3,0.182,0.809,0
0.571,0.35,0.079,13,2,0.799,0.75,0
0.536,0.327,0.036,6,4,0.27,0.533,0
0.774,0.2,0.026,8,1,0.753,0.43,1
0.358,0.101,0.023,14,1,0.497,0.632,0
0.448,0.081,0.178,4,2,0.853,0.908,0
0.811,0.134,0.056,0,2,0.828,0.901,1
0.336,0.191,0.108,3,2,0.964,0.556,0
0.631,0.116,0.253,5,2,0.326,0.397,1
0.609,0.206,0.127,5,4,0.306,0.38,0
0.534,0.066,0.275,8,4,0.128,0.227,0
0.516,0.35,0.134,9,1,0.469,0.874,0
0.671,0.043,0.12,12,2,0.513,0.412,0
0.409,0.369,0.223,4,4,0.968,0.487,0
0.644,0.336,0.02,4,4,0.848,0.847,0
0.785,0.191,0.024,5,1,0.25,0.296,0
0.632,0.22,0.148,10,1,0.819,0.569,0
0.408,0.174,0.146,5,3,0.26,0.298,0
0.404,0.252,0.237,2,4,0.17,0.553,0
0.488,0.136,0.275,5,1,0.853,0.238,1
0.553,0.12,0.117,7,4,0.978,0.614,0
0.586,0.231,0.179,11,4,0.179,0.837,0
0.689,0.177,0.133,5,2,0.833,0.741,1
0.34,0.232,0.294,11,2,0.873,0.607,0
0.324,0.115,0.249,10,2,0.207,0.863,0
0.574,0.147,0.274,4,2,0.355,0.382,0
0.788,0.034,0.076,2,4,0.76,0.865,0
0.435,0.021,0.232,0,3,0.827,0.421,1
0.749,0.101,0.08,4,3,0.419,0.49,1
0.482,0.03,0.063,5,3,0.244,0.303,0
0.739,0.033,0.228,13,4,0.684,0.281,0
0.737,0.258,0.005,5,3,0.732,0.946,1
0.508,0.016,0.29,13,4,0.553,0.352,0
0.461,0.264,0.045,5,1,0.23,0.467,0
0.588,0.109,0.246,2,3,0.86,0.623,1
0.468,0.349,0.083,14,4,0.681,0.478,0
0.72,0.181,0.098,3,1,0.882,0.896,0
0.824,0.115,0.061,14,2,0.94,0.921,0
0.668,0.179,0.152,2,1,0.825,0.461,0
0.773,0.135,0.092,1,1,0.963,0.274,0
0.577,0.226,0.197,7,3,0.959,0.368,0
0.409,0.046,0.005,6,2,0.657,0.58,0
0.661,0.323,0.016,10,2,0.755,0.431,0
0.552,0.17,0.03,7,3,0.729,0.563,0
0.744,0.135,0.121,12,1,0.659,0.807,0
0.481,0.279,0.24,5,4,0.117,0.537,0
0.357,0.146,0.266,10,3,0.42,0.358,0
0.71,0.238,0.052,14,1,0.19,0.486,0
0.409,0.182,0.172,11,4,0.37,0.794,0
0.657,0.191,0.153,14,3,0.162,0.539,0
0.884,0.039,0.078,13,3,0.928,0.4,0
0.65,0.257,0.093,6,2,0.506,0.542,0
0.628,0.243,0.13,0,2,0.27,0.564,0
0.704,0.085,0.04,9,2,0.626,0.437,0
0.906,0.058,0.008,4,4,0.277,0.997,0
0.503,0.127,0.046,3,3,0.824,0.814,1
0.52,0.324,0.156,9,2,0.375,0.754,0
0.734,0.103,0.022,2,2,0.383,0.884,0
0.588,0.182,0.057,1,3,0.883,0.733,1
0.599,0.012,0.101,13,4,0.603,0.833,0
0.531,0.159,0.023,13,2,0.899,0.53,0
0.695,0.229,0.058,8,1,0.472,0.6,0
0.578,0.246,0.176,7,4,0.41,0.238,0
0.441,0.207,0.006,9,2,0.556,0.425,0
0.646,0.222,0.133,14,1,0.155,0.494,0
0.701,0.196,0.103,1,2,0.239,0.7,0
0.801,0.015,0.184,5,4,0.298,0.571,1
0.689,0.126,0.177,2,3,0.835,0.686,1
0.74,0.201,0.059,2,3,0.76,0.771,1
0.311,0.38,0.254,4,4,0.274,0.234,0
0.64,0.252,0.108,6,2,0.349,0.407,0
0.328,0.091,0.247,6,4,0.95,0.337,0
0.815,0.078,0.108,10,1,0.177,0.35,0
0.726,0.059,0.216,9,2,0.593,0.603,0
0.457,0.334,0.209,0,4,0.57,0.792,0
0.415,0.316,0.269,10,3,0.753,0.418,0
0.643,0.238,0.119,6,4,0.335,0.86,0
0.477,0.157,0.142,6,2,0.941,0.914,0
0.679,0.151,0.17,5,4,0.47,0.48,0
0.372,0.186,0.264,5,3,0.357,0.745,0
0.388,0.101,0.289,12,1,0.403,0.294,0
0.767,0.157,0.076,12,4,0.414,0.795,0
0.754,0.012,0.234,1,4,0.279,0.332,0
0.885,0.052,0.063,2,1,0.935,0.75,1
0.504,0.339,0.157,2,4,0.257,0.538,0
0.686,0.267,0.048,12,3,0.895,0.943,0
0.716,0.169,0.104,2,1,0.464,0.572,1
0.598,0.171,0.231,1,3,0.342,0.225,0
0.778,0.148,0.044,8,3,0.279,0.585,0
0.591,0.249,0.16,5,3,0.554,0.836,0
0.55,0.287,0.163,1,2,0.702,0.718,0
0.493,0.305,0.036,2,1,0.908,0.973,0
0.684,0.236,0.08,9,2,0.687,0.875,0
0.458,0.082,0.169,5,2,0.535,0.621,0
0.785,0.135,0.056,3,4,0.13,0.365,0
0.463,0.188,0.24,6,1,0.924,0.203,0
0.635,0.114,0.251,5,4,0.912,0.984,1
0.692,0.254,0.054,14,2,0.441,0.951,0
0.453,0.132,0.056,5,4,0.126,0.419,0
0.342,0.055,0.136,11,3,0.76,0.711,0
0.392,0.16,0.224,2,2,0.813,0.783,0
0.603,0.326,0.07,10,3,0.588,0.662,0
0.895,0.09,0.006,7,1,0.463,0.874,0
0.331,0.245,0.162,8,4,0.866,0.262,0
0.639,0.136,0.225,5,2,0.273,0.917,0
0.539,0.028,0.117,1,1,0.496,0.514,0
0.635,0.195,0.126,0,3,0.122,0.585,1
0.624,0.185,0.191,2,4,0.248,0.556,0
0.532,0.205,0.208,2,4,0.947,0.625,0
0.526,0.293,0.181,7,2,0.62,0.679,1
0.31,0.116,0.169,4,4,0.825,0.768,1
0.357,0.034,0.292,0,4,0.538,0.62,0
0.453,0.353,0.195,10,3,0.851,0.748,0
0.319,0.151,0.269,3,3,0.585,0.471,0
0.628,0.195,0.177,6,3,0.104,0.949,0
0.527,0.279,0.194,4,1,0.91,0.252,0
0.684,0.13,0.087,9,1,0.234,0.636,0
0.422,0.286,0.091,14,4,0.505,0.27,0
0.507,0.054,0.235,12,1,0.529,0.554,0
0.765,0.117,0.089,5,2,0.143,0.406,0
0.811,0.048,0.14,13,3,0.148,0.95,0
0.335,0.324,0.075,9,1,0.786,0.21,0
0.734,0.071,0.195,3,4,0.37,0.513,0
0.687,0.28,0.032,1,3,0.469,0.826,1
0.526,0.286,0.188,8,1,0.608,0.351,0
0.624,0.203,0.174,14,3,0.436,0.852,0
0.349,0.216,0.056,1,1,0.798,0.888,1
0.363,0.184,0.163,1,4,0.896,0.766,1
0.721,0.13,0.085,12,1,0.154,0.367,0
0.539,0.19,0.097,11,1,0.672,0.418,0
0.731,0.187,0.082,1,1,0.386,0.334,0
0.585,0.394,0.019,0,3,0.625,0.347,0
0.374,0.35,0.276,12,1,0.536,0.229,0
0.693,0.299,0.008,11,1,0.4,0.886,0
0.477,0.336,0.188,11,1,0.185,0.623,0
0.668,0.187,0.111,2,3,0.603,0.462,0
0.633,0.211,0.156,5,4,0.202,0.432,0
0.667,0.257,0.077,6,4,0.241,0.636,0
0.704,0.129,0.167,0,4,0.984,0.461,1
0.562,0.279,0.159,13,1,0.385,0.891,0
0.675,0.145,0.18,4,3,0.626,0.369,1
0.778,0.194,0.028,4,4,0.345,0.906,0
0.507,0.284,0.197,0,4,0.879,0.731,1
0.301,0.38,0.084,3,4,0.355,0.965,1
0.49,0.098,0.009,9,2,0.43,0.212,0
0.453,0.298,0.124,0,3,0.648,0.247,0
0.693,0.189,0.118,12,2,0.883,0.601,0
0.744,0.107,0.14,13,1,0.835,0.93,0
0.578,0.251,0.171,14,4,0.337,0.785,0
0.311,0.221,0.093,0,1,0.847,0.698,1
0.693,0.226,0.081,11,3,0.731,0.225,0
0.526,0.129,0.018,14,1,0.991,0.483,1
0.658,0.165,0.177,6,1,0.942,0.477,0
0.623,0.223,0.154,6,4,0.58,0.634,0
0.54,0.162,0.105,2,3,0.775,0.406,1
0.394,0.079,0.212,6,1,0.613,0.414,0
0.366,0.385,0.161,2,2,0.635,0.697,1
0.719,0.167,0.115,1,4,0.191,0.956,0
0.678,0.211,0.11,9,2,0.102,0.728,0
0.68,0.148,0.172,14,4,0.143,0.735,0
0.372,0.142,0.198,3,1,0.97,0.989,0
0.581,0.163,0.087,13,4,0.214,0.323,0
0.797,0.161,0.042,9,1,0.14,0.227,0
0.762,0.196,0.042,2,2,0.379,0.796,0
0.383,0.217,0.192,11,1,0.629,0.551,0
0.3,0.199,0.262,6,4,0.954,0.543,0
0.798,0.054,0.123,11,4,0.73,0.38,0
0.55,0.198,0.051,11,4,0.349,0.605,0
0.478,0.068,0.227,0,2,0.945,0.554,0
0.309,0.05,0.25,5,3,0.132,0.476,0
0.516,0.284,0.201,14,2,0.981,0.554,0
0.679,0.183,0.138,13,1,0.153,0.507,0
0.65,0.177,0.173,1,1,0.778,0.952,1
0.696,0.161,0.005,7,2,0.141,0.984,0
0.625,0.344,0.03,13,2,0.938,0.872,0
0.36,0.255,0.028,4,1,0.198,0.992,0
0.567,0.255,0.177,2,1,0.145,0.413,0
0.566,0.147,0.021,9,1,0.9,0.874,0
0.576,0.305,0.118,6,3,0.186,0.525,0
0.549,0.315,0.136,13,3,0.818,0.797,0
0.468,0.342,0.093,10,2,0.772,0.361,0
0.366,0.069,0.261,14,2,0.639,0.85,0
0.52,0.108,0.051,14,3,0.44,0.267,0
0.368,0.114,0.106,1,4,0.924,0.416,1
0.424,0.108,0.232,4,3,0.884,0.858,1
0.738,0.255,0.007,10,2,0.484,0.798,0
0.611,0.013,0.202,7,3,0.309,0.601,0
0.672,0.03,0.245,12,4,0.345,0.738,0
0.701,0.084,0.215,10,2,0.298,0.348,0
0.744,0.06,0.196,0,1,0.587,0.734,1
0.708,0.093,0.096,14,2,0.882,0.206,0
0.637,0.234,0.129,0,3,0.796,0.867,1
0.529,0.225,0.023,2,3,0.816,0.613,0
0.514,0.002,0.077,2,4,0.503,0.955,1
0.582,0.172,0.028,12,3,0.39,0.583,0
0.749,0.159,0.092,6,4,0.782,0.546,0
0.716,0.042,0.242,5,2,0.814,0.56,0
0.521,0.27,0.104,6,3,0.726,0.488,0
0.393,0.281,0.169,3,2,0.129,0.333,0
0.64,0.248,0.112,10,1,0.631,0.874,0
0.39,0.291,0.138,1,1,0.412,0.511,0
0.705,0.0,0.291,1,4,0.277,0.623,1
0.625,0.304,0.071,9,3,0.725,0.216,0
0.606,0.25,0.144,0,2,0.342,0.248,0
0.629,0.275,0.096,13,2,0.922,0.678,0
0.911,0.006,0.018,12,3,0.368,0.903,0
0.555,0.319,0.125,13,2,0.6,0.595,0
0.588,0.235,0.177,8,3,0.845,0.332,1
0.668,0.305,0.027,13,3,0.462,0.293,0
0.431,0.037,0.021,13,1,0.846,0.92,0
0.318,0.296,0.046,6,3,0.751,0.761,0
0.449,0.345,0.206,9,2,0.929,0.973,0
0.555,0.247,0.198,2,3,0.393,0.266,0
0.648,0.202,0.15,1,1,0.195,0.922,0
0.633,0.268,0.099,13,1,0.487,0.877,0
0.437,0.177,0.266,2,4,0.807,0.915,0
0.388,0.24,0.23,6,2,0.505,0.205,0
0.692,0.135,0.173,4,3,0.336,0.794,1
0.376,0.373,0.244,11,2,0.125,0.639,0
0.635,0.03,0.193,2,2,0.382,0.659,0
0.678,0.191,0.131,8,3,0.742,0.575,0
0.56,0.227,0.214,1,1,0.233,0.794,0
0.36,0.317,0.278,6,2,0.407,1.0,0
0.34,0.233,0.007,14,4,0.118,0.768,0
0.374,0.364,0.015,9,2,0.75,0.742,0
0.517,0.274,0.209,5,1,0.893,0.724,0
0.681,0.026,0.083,5,4,0.612,0.756,0
0.464,0.161,0.262,13,4,0.123,0.474,0
0.746,0.009,0.117,6,4,0.296,0.456,0
0.839,0.127,0.034,5,4,0.495,0.827,1
0.329,0.215,0.024,1,3,0.629,0.242,0
0.612,0.344,0.044,10,3,0.547,0.807,0
0.654,0.283,0.063,4,3,0.924,0.851,1
0.477,0.051,0.147,2,4,0.945,0.617,1
0.515,0.037,0.21,8,1,0.196,0.928,0
0.578,0.187,0.235,7,2,0.225,0.578,0
0.729,0.167,0.104,9,4,0.422,0.342,0
0.768,0.094,0.138,10,1,0.479,0.489,0
0.578,0.294,0.128,1,2,0.627,0.925,0
0.604,0.276,0.12,14,4,0.796,0.995,0
0.555,0.161,0.155,0,2,0.222,0.537,0
0.676,0.322,0.002,14,3,0.822,0.333,0
0.626,0.154,0.001,3,3,0.649,0.429,0
0.433,0.295,0.029,3,3,0.983,0.643,1
0.782,0.188,0.03,11,1,0.686,0.658,1
0.69,0.049,0.211,9,3,0.744,0.704,0
0.551,0.371,0.061,10,1,0.276,0.868,0
0.676,0.131,0.193,1,3,0.792,0.769,1
0.315,0.294,0.279,6,3,0.171,0.409,0
0.521,0.147,0.293,12,3,0.691,0.516,0
0.34,0.008,0.282,14,1,0.15,0.872,0
0.837,0.04,0.082,2,2,0.204,0.707,0
0.693,0.174,0.134,6,1,0.197,0.333,0
0.532,0.276,0.053,6,4,0.147,0.46,0
0.673,0.117,0.211,0,4,0.389,0.833,1
0.514,0.248,0.238,5,1,0.995,0.338,0
0.608,0.205,0.187,3,1,0.413,0.753,0
0.6,0.274,0.126,10,2,0.785,0.651,0
0.581,0.194,0.225,7,1,0.219,0.318,0
0.707,0.271,0.022,7,3,0.509,0.751,0
0.476,0.196,0.012,2,2,0.267,0.314,0
0.384,0.18,0.226,3,1,0.273,0.519,0
0.709,0.08,0.128,14,1,0.19,0.447,0
0.699,0.088,0.213,0,4,0.489,0.752,0
0.564,0.017,0.029,9,2,0.168,0.826,0
0.343,0.253,0.257,1,4,0.919,0.335,0
0.538,0.099,0.144,6,1,0.503,0.85,0
0.639,0.119,0.242,14,2,0.855,0.206,0
0.413,0.308,0.245,13,3,0.982,0.624,0
0.652,0.112,0.236,10,1,0.71,0.613,0
0.843,0.082,0.075,11,1,0.911,0.699,0
0.616,0.068,0.285,14,4,0.222,0.392,0
0.548,0.31,0.046,6,3,0.847,0.208,0
0.58,0.052,0.025,12,1,0.344,0.564,0
0.381,0.182,0.129,8,4,0.525,0.257,0
0.671,0.148,0.181,9,4,0.682,0.914,0
0.586,0.273,0.141,8,1,0.913,0.339,0
0.532,0.236,0.232,8,2,0.92,0.54,0
0.584,0.249,0.168,5,1,0.183,0.547,0
0.609,0.018,0.063,7,3,0.428,0.642,0
0.651,0.102,0.246,8,1,0.814,0.826,0
0.343,0.112,0.018,11,2,0.733,0.578,0
0.726,0.049,0.225,13,4,0.124,0.221,0
0.822,0.099,0.078,6,3,0.505,0.817,0
0.734,0.121,0.146,3,3,0.846,0.266,0
0.743,0.16,0.097,13,3,0.764,0.713,1
0.406,0.265,0.052,3,3,0.471,0.843,0
0.634,0.152,0.107,5,2,0.762,0.426,0
0.676,0.27,0.054,13,2,0.596,0.559,0
0.707,0.134,0.061,10,2,0.921,0.211,0
0.581,0.116,0.056,3,2,0.628,0.843,0
0.537,0.216,0.147,10,4,0.461,0.763,0
0.389,0.009,0.239,6,1,0.877,0.385,0
0.574,0.032,0.171,7,2,0.145,0.512,0
0.414,0.167,0.268,7,1,0.91,0.756,0
0.589,0.273,0.138,13,3,0.727,0.487,0
0.446,0.289,0.207,7,4,0.947,0.33,0
0.341,0.035,0.2,1,4,0.325,0.615,0
0.592,0.292,0.116,13,1,0.725,0.779,0
